agent_id,agent_name,Assassin 1.1,Assassin 1.2,Assassin 1.3,Assassin 1.4,Assassin 1.5,Assassin 1.6,Assassin Slot 2.1,Assassin Slot 2.2,Assassin Slot 2.3,Assassin Slot 2.4,Assassin Slot 2.5,Assassin Slot 2.6,Berserker 1.1,Berserker 1.2,Berserker 1.3,Berserker 1.4,Berserker 1.5,Berserker 1.6,Berserker Slot 2.1,Berserker Slot 2.2,Berserker Slot 2.3,Berserker Slot 2.4,Berserker Slot 2.5,Berserker Slot 2.6,Biosculptor 1.1,Biosculptor 1.2,Biosculptor 1.3,Biosculptor 1.4,Biosculptor 1.5,Biosculptor 1.6,Biosculptor Slot 2.1,Biosculptor Slot 2.2,Biosculptor Slot 2.3,Biosculptor Slot 2.4,Biosculptor Slot 2.5,Biosculptor Slot 2.6,Engineer 1.1,Engineer 1.2,Engineer 1.3,Engineer 1.4,Engineer 1.5,Engineer 1.6,Engineer Slot 2.1,Engineer Slot 2.2,Engineer Slot 2.3,Engineer Slot 2.4,Engineer Slot 2.5,Engineer Slot 2.6,Explorer 1.1,Explorer 1.2,Explorer 1.3,Explorer 1.4,Explorer 1.5,Explorer 1.6,Explorer Slot 2.1,Explorer Slot 2.2,Explorer Slot 2.3,Explorer Slot 2.4,Explorer Slot 2.5,Explorer Slot 2.6,Sniper 1.1,Sniper 1.2,Sniper 1.3,Sniper 1.4,Sniper 1.5,Sniper 1.6,Sniper Slot 2.1,Sniper Slot 2.2,Sniper Slot 2.3,Sniper Slot 2.4,Sniper Slot 2.5,Sniper Slot 2.6,Paladin 1.1,Paladin 1.2,Paladin 1.3,Paladin 1.4,Paladin 1.5,Paladin 1.6,Paladin Slot 2.1,Paladin Slot 2.2,Paladin Slot 2.3,Paladin Slot 2.4,Paladin Slot 2.5,Paladin Slot 2.6,Sentinel 1.1,Sentinel 1.2,Sentinel 1.3,Sentinel 1.4,Sentinel 1.5,Sentinel 1.6,Sentinel Slot 2.1,Sentinel Slot 2.2,Sentinel Slot 2.3,Sentinel Slot 2.4,Sentinel Slot 2.5,Sentinel Slot 2.6,Trapmaster 1.1,Trapmaster 1.2,Trapmaster 1.3,Trapmaster 1.4,Trapmaster 1.5,Trapmaster 1.6,Trapmaster Slot 2.1,Trapmaster Slot 2.2,Trapmaster Slot 2.3,Trapmaster Slot 2.4,Trapmaster Slot 2.5,Trapmaster Slot 2.6
1753,Hattie Roncelieu the Whimsical,Chaos Surfer,Twilight Blade,Blur,Shadow of the Moon,Shadow of the Bat,Pandemonium,Shadow of Darkness,Blood Sport,Night Edge,Lethal Focus,Bedlam,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charged Ammo,Eagle Eye,Hyper Propulsion,Fast Feet,Barbed Ammo,Repositioning,Fragmenting Ammo,Marksman,Speed Loader,Leg Day,High Velocity Shells,Boots of the Dervish,Breath I,Titan Blood,Battle School Faculty,Breath II,Light's Embrace,Steel Tornado,Powered Weapon,Arm of Justice,Healthy Habits,Gift of the Shards,Hunter,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
3560,Léophas Deveraux from Ancien Étinceldorval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Shardstorm Accelerant,Forbidden Knowledge,Overclock,Brain Drain,Senior,Mainframe,Quick Thinker,Deep Insights,Quantum Core,Revelation,Reinforcing Plates,Sharder Mk I,Haste,Pulsar,Speedrun,Nimble,Shard Frenzy,Flux,Sharder Mk II,Repositioning,Dimension Shift,Shard Research,Marathoner,,,,,,,,,,,,,Powered Weapon,Order Armor,Arm of Justice,Breath II,Valor's Reward,Steel Tornado,Breath I,Whirlwind,Gift of the Shards,Titan Blood,Exercise Regimen,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
3567,Léonard Delevrière from the Karst,,,,,,,,,,,,,Anarchy,Battle Roar,Chaos Diver,Titan's Force,Kabooooom!,Micro Explosives,Durasteel Haft,Enhanced Strength,Madhouse,Thrill of Battle,Drums of War,Primal Scream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Honor Guard,Momentum,Aegis,Resolute,Warden,Fortify,Armored Backpack,Beef,Beefup,Turtle Up,Praetorian,Shadow of Darkness,Freshman,Quick Thinker,Decoy,Junior,Elemental Extraction,Elemental Velocity,Scouting Drones,Sophomore,Fade Into The Night,Revelation,Blurring Movement
1854,The Omniscient Professor Vendreux,Vanishing Act,Blur,Blood Sport,Lethal Focus,Shadow of the Bat,Shadow of the Imp,Shadow of Darkness,Twilight Blade,Chaos Surfer,Bedlam,Shadow of the Moon,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Mainframe,Quick Thinker,Forbidden Knowledge,Senior,Blast Armor,Immovable,Scent of Weakness,Aegis,Shardstorm Accelerant,Brain Drain,Quantum Core,,,,,,,,,,,,,,,,,,,,,,,,,The Guilty Flee,Flex,Titan Blood,Whirlwind,Hunter,Room to Grow,Refreshing Jog,Battle School Faculty,Nanomedics,Valor's Reward,Breath IV,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
3133,Proconsul Nebula Marcellian,Chaos Surfer,Twilight Blade,Blood Sport,Bedlam,Shadow of the Moon,Shadow of the Imp,Shadow of Darkness,Vanishing Act,Sidestep,Lethal Focus,Shadow of the Bat,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Immovable,Deep Insights,Forbidden Knowledge,Blast Armor,Quantum Core,Fortify,Quick Thinker,Overclock,Aegis,Senior,Brain Drain,,,,,,,,,,,,,Hyper Ammo,Charged Ammo,Sprinting Burst,Repositioning,Barbed Ammo,High Velocity Shells,Hyper Propulsion,Fragmenting Ammo,Speed Loader,Boots of the Dervish,Leg Day,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Elyrith Windrider from the Howling Oasis,Blur,Twilight Blade,Bedlam,Meditation,Shadow of the Moon,Midnight Whisper,Blood Sport,Chaos Diver,Leg Day,Shadow of the Bat,Sidestep,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Quick Thinker,Shardstorm Accelerant,Deep Insights,Revelation,Reinforcing Plates,Muse,Overclock,Aegis,Quantum Core,Brain Drain,Senior,,,,,,,,,,,,,Hyper Ammo,Fragmenting Ammo,Charged Ammo,Concealment,High Velocity Shells,Boots of the Dervish,Hyper Propulsion,Marksman,Sharpshooter,Barbed Ammo,Repositioning,Speed Loader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,"Wyatt ""Pulsar"" Cyrionis",Chaos Diver,Twilight Blade,Shadow of the Bat,Shadow of the Moon,Leg Day,Shadow of the Imp,Shadow of Darkness,Blood Sport,Lethal Focus,Meditation,Night Edge,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Propulsion,Hyper Ammo,Speed Loader,Concealment,Barbed Ammo,Boots of the Dervish,Exposed Weaknesses,Charged Ammo,Fast Feet,Leg Day,High Velocity Shells,Skedaddle,,,,,,,,,,,,,Armored Backpack,Fortify,Aegis,Bulwark,Beefup,Turtle Up,Immovable,Combat Training,Resolute,Guardian,Warden,Praetorian,,,,,,,,,,,,
2626,Rainier from Doucelac,Chaos Diver,Blood Sport,Twilight Blade,Lethal Focus,Sidestep,Shadow of the Imp,Blur,Vanishing Act,Bedlam,Shadow of the Bat,Shadow of the Moon,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Muse,Shardstorm Accelerant,Aegis,Reinforcing Plates,Senior,Mainframe,Forbidden Knowledge,Deep Insights,Quick Thinker,Revelation,Brain Drain,,,,,,,,,,,,,Hyper Propulsion,Charged Ammo,High Velocity Shells,Boots of the Dervish,Concealment,Barbed Ammo,Fragmenting Ammo,Deadeye,Repositioning,Speed Loader,Leg Day,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,"Aléxien Lirennec, Invincible Physician",Chaos Surfer,Blur,Blood Sport,Sidestep,Shadow of the Bat,Lethal Focus,Shadow of Darkness,Vanishing Act,Twilight Blade,Leg Day,Shadow of the Moon,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charged Ammo,Hyper Propulsion,Marksman,Repositioning,Barbed Ammo,Speed Loader,Fragmenting Ammo,Hyper Ammo,Fast Feet,High Velocity Shells,Boots of the Dervish,Deadshot,Powered Weapon,Nanomedics,Arm of Justice,Healthy Habits,Second Wind,Hunter,Breath I,Whirlwind,Battle School Faculty,Titan Blood,Breath II,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
2459,Galtier Olerbast from Aubedelac,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Mitosis,Picomedics,Breath III,Apotheosis,Lightspeed,Podiatric Nanobots,Bioreloader,Regenerative Plates,Harvesting Augment,Breath IV,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Order Armor,Immovable,Bulwark,Guardian,Resolute,Fortify,Honor Guard,Royal Guard,Aegis,Beefup,Planned Retreat,Vanishing Act,Sidestep,Freshman,Fog Trap,Revelation,Now You See Me...,Shadow of Darkness,Quick Thinker,Scouting Drones,Sophomore,Elemental Extraction,Brain Drain
1738,Thalan Lamar from Clairvoix,Twilight Blade,Chaos Surfer,Night Edge,Lethal Focus,Shadow of the Bat,Shadow of the Imp,Shadow of Darkness,Meditation,Shadow of the Moon,Sidestep,Leg Day,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Quick Thinker,Forbidden Knowledge,Overclock,Revelation,Senior,Muse,Aegis,Deep Insights,Blast Armor,Quantum Core,Reinforcing Plates,,,,,,,,,,,,,,,,,,,,,,,,,Powered Weapon,The Guilty Flee,Titan Blood,Arm of Justice,Hunter,Indomitable,Order Armor,Whirlwind,Breath II,Nanomedics,Room to Grow,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
1980,Caerielle Tyneris from Ilathora,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Harmonic Inferon,Extract Essence,Extra Phalanges,Harvesting Augment,Breath IV,Bioreloader,Fortified Muscles,Flux,Breath III,Metamorphosis,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,Fragmenting Ammo,Eagle Eye,Speed Loader,High Velocity Shells,Repositioning,Deadshot,Hyper Propulsion,Hyper Ammo,Resourceful,Barbed Ammo,Boots of the Dervish,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,Cloaking Drone,Blur,Decoy,Sidestep,Brain Drain,Revelation,Shadow of Darkness,Elemental Velocity,Scouting Drones,Quick Thinker,Junior,Elemental Extraction
3469,"Gwyn ""Orion"" Stardustborn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Sightsee,Deep Insights,Forbidden Knowledge,Overclock,Revelation,Fortify,Aegis,Shardstorm Accelerant,Quick Thinker,Blast Armor,Quantum Core,,,,,,,,,,,,,Marksman,Sprinting Burst,High Velocity Shells,Sharpshooter,Speed Loader,Skedaddle,Exposed Weaknesses,Fragmenting Ammo,Boots of the Dervish,Concealment,Barbed Ammo,Deadshot,Light's Touch,Powered Weapon,Titan Blood,Battle School Faculty,Breath II,Hunter,Order Armor,Whirlwind,Arm of Justice,Gift of the Shards,Room to Grow,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
2302,Reaver Velimir de Montfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charged Ammo,Hyper Ammo,Fragmenting Ammo,Barbed Ammo,Repositioning,Speed Loader,Hyper Propulsion,Sprinting Burst,High Velocity Shells,Concealment,Boots of the Dervish,Skedaddle,Flex,Whirlwind,Battle School Faculty,Titan Blood,Breath II,Steel Tornado,The Guilty Flee,Arm of Justice,Valor's Reward,Respect the Fallen,Breath IV,Room to Grow,,,,,,,,,,,,,Cloaking Drone,Shadow of Darkness,Fade Into The Night,Sophomore,Sidestep,Elemental Extraction,Blur,Quick Thinker,Decoy,Fog Trap,Freshman,Revelation
3281,Numinous Dewsyl,,,,,,,,,,,,,Battle Roar,Enhanced Strength,Anarchy,Kabooooom!,War Cry,Primal Scream,Chaos Surfer,Durasteel Haft,Micro Explosives,Drums of War,Seethe,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Nimble,Dimension Shift,Pulsar,Cover Expert,Home Field Advantage,Sharder Mk I,Moment,Sharder Mk II,Speedrun,Opportunity Window,Matrix Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Blur,Quick Thinker,Sophomore,Sidestep,Revelation,Vanishing Act,Elemental Velocity,Freshman,Decoy,Fog Trap,Junior
3408,Emyriel Telorien from the Clouded Oasis,Chaos Surfer,Blur,Night Edge,Leg Day,Shadow of the Bat,Pandemonium,Blood Sport,Shadow of the Moon,Sidestep,Bedlam,Meditation,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,Scent of Weakness,Sightsee,Immovable,Forbidden Knowledge,Overclock,Brain Drain,Muse,Fortify,Aegis,Quick Thinker,Revelation,Quantum Core,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Order Armor,Healthy Habits,Battle School Faculty,Breath IV,Hunter,Picomedics,Arm of Justice,Breath II,Whirlwind,Steel Tornado,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
1945,Aeron Vaelenmere the Unfathomable,Blood Sport,Shadow of Darkness,Chaos Surfer,Shadow of the Bat,Shadow of the Moon,Pandemonium,Blur,Twilight Blade,Bedlam,Meditation,Leg Day,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Mainframe,Deep Insights,Forbidden Knowledge,Overclock,Senior,Immovable,Sightsee,Aegis,Shardstorm Accelerant,Revelation,Fleeting Genius,,,,,,,,,,,,,Hyper Ammo,Fragmenting Ammo,Deadeye,Boots of the Dervish,Resourceful,Barbed Ammo,Charged Ammo,Exposed Weaknesses,Hypersonic Payload,Speed Loader,Sharpshooter,Repositioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,"Lythorin-Larethyn, Queen of Audacity",,,,,,,,,,,,,Anarchy,Battle Roar,War Cry,Titan's Force,Madhouse,"Gym, Tan, Laundry",Enhanced Strength,Kabooooom!,Thrill of Battle,Drums of War,Micro Explosives,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Sharder Mk II,Moment,Speedrun,Cheat Code,"Creighton, AI Advisor",Sharder Mk I,Pulsar,Shard Research,Dimension Shift,Marathoner,Matrix Building,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Combat Training,Fortify,Aegis,Resolute,Praetorian,Immovable,Honor Guard,Planned Retreat,Beefup,Warden,Turtle Up,,,,,,,,,,,,
3701,Lochervant from the Shadowed Isthmus,,,,,,,,,,,,,Chaos Diver,Anarchy,Madhouse,Kabooooom!,Drums of War,Primal Scream,Frenzy,Battle Roar,Micro Explosives,Thrill of Battle,"Gym, Tan, Laundry",Brute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Whirlwind,Breath II,Healthy Habits,Hunter,Room to Grow,Refreshing Jog,Titan Blood,Battle School Faculty,Respect the Fallen,Steel Tornado,Breath IV,,,,,,,,,,,,,Blur,Cloaking Drone,Quick Thinker,Sidestep,Brain Drain,Revelation,Shadow of Darkness,Freshman,Sophomore,Junior,Now You See Me...,Elemental Extraction
1846,Marius from Argentlune,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Picomedics,Health Augment,Metamorphosis,Rapid Regeneration,Breath IV,Bioreloader,Extract Essence,Reactive Healing,Harvesting Augment,Accelerate,Lightspeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honor Guard,Immovable,Order Armor,Resolute,Royal Guard,Praetorian,Beef,Momentum,Aegis,Bulwark,Beefup,Warden,Blur,Shadow of Darkness,Scouting Drones,Fade Into The Night,Brain Drain,Revelation,Vanishing Act,Fog Trap,Sophomore,Freshman,Junior,Elemental Extraction
2208,The Noble Brother Ambrasius-Sulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charged Ammo,Eagle Eye,Sprinting Burst,Repositioning,Boots of the Dervish,Deadshot,Exposed Weaknesses,Fragmenting Ammo,Speed Loader,Resourceful,High Velocity Shells,Skedaddle,Powered Weapon,Refreshing Jog,Arm of Justice,Nanomedics,Titan Blood,Room to Grow,Cleansing Fire,Whirlwind,Battle School Faculty,Breath II,Breath IV,Light's Avatar,,,,,,,,,,,,,Shadow of Darkness,Cloaking Drone,Decoy,Quick Thinker,Brain Drain,Junior,Vanishing Act,Elemental Velocity,Sophomore,Sidestep,Now You See Me...,Elemental Extraction
1948,Elarieth Kaerion from the Cursed Hillock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sightsee,Mainframe,Quick Thinker,Shardstorm Accelerant,Deep Insights,Brain Drain,Muse,Fortify,Forbidden Knowledge,Overclock,Blast Armor,Reinforcing Plates,Haste,Fast Travel,Sharder Mk II,Moment,Opportunity Window,Accelerate,Sharder Mk I,Shard Research,Nimble,Pulsar,Improved Extraction,"Creighton, AI Advisor",,,,,,,,,,,,,Order Armor,Picomedics,Whirlwind,Arm of Justice,Second Wind,Hunter,Powered Weapon,Breath I,Breath II,Light's Embrace,Breath IV,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
2340,Vast Dravenar,Twilight Blade,Shadow of Darkness,Blood Sport,Shadow of the Bat,Night Edge,Shadow of the Imp,Chaos Surfer,Vanishing Act,Blur,Shadow of the Moon,Bedlam,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Sharder Mk I,Moment,Nimble,Shard Research,"Creighton, AI Advisor",Fast Travel,Sharder Mk II,Opportunity Window,Cover Expert,Accelerate,Matrix Building,,,,,,,,,,,,,Breath I,Powered Weapon,Whirlwind,Gift of the Shards,Exercise Regimen,Nanomedics,Refreshing Jog,Battle School Faculty,Arm of Justice,Valor's Reward,Titan Blood,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
2586,"Apolline Cuirvaux, Duc of Humanity",,,,,,,,,,,,,Enhanced Strength,Anarchy,Micro Explosives,Drums of War,Seethe,Brute,Chaos Diver,Kabooooom!,Madhouse,War Cry,Heavy Hands,"Gym, Tan, Laundry",,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Shard Research,Opportunity Window,Speedrun,Sharder Mk II,"Creighton, AI Advisor",Haste,Pulsar,Repositioning,Dimension Shift,Nimble,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Armored Backpack,Guardian,Beefup,Royal Guard,Turtle Up,Fortify,Immovable,Aegis,Resolute,Warden,Praetorian,,,,,,,,,,,,
1857,Gaspard Lefebvre the Luminous,Chaos Diver,Shadow of Darkness,Shadow of the Moon,Bedlam,Meditation,Shadow of the Imp,Blood Sport,Sidestep,Shadow of the Bat,Lethal Focus,Night Edge,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Immovable,Quick Thinker,Shardstorm Accelerant,Quantum Core,Senior,Fortify,Overclock,Deep Insights,Aegis,Revelation,Blast Armor,,,,,,,,,,,,,,,,,,,,,,,,,Powered Weapon,Picomedics,Order Armor,Whirlwind,Healthy Habits,Room to Grow,Breath I,The Guilty Flee,Titan Blood,Arm of Justice,Breath IV,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
2011,The Articulate Mirenya Rilathen,,,,,,,,,,,,,Anarchy,Enhanced Strength,Drums of War,Seethe,Madhouse,Primal Scream,Chaos Surfer,Battle Roar,Micro Explosives,Kabooooom!,Brute,"Gym, Tan, Laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picomedics,Breath I,Exercise Regimen,Whirlwind,Breath IV,Steel Tornado,Order Armor,Vow of Revenge,Breath II,Battle School Faculty,Hunter,Room to Grow,,,,,,,,,,,,,Shadow of Darkness,Cloaking Drone,Fade Into The Night,Sophomore,Sidestep,Revelation,Blur,Vanishing Act,Freshman,Fog Trap,Brain Drain,Elemental Extraction
1709,Halavira Glitterfen the Psilord,Shadow of Darkness,Blur,Chaos Surfer,Shadow of the Moon,Shadow of the Bat,Pandemonium,Blood Sport,Vanishing Act,Bedlam,Meditation,Shadow of the Imp,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Flux,Sharder Mk II,Speedrun,Dimension Shift,Nimble,Sharder Mk I,Shard Research,Pulsar,Cover Expert,Time Warp,Cheat Code,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Beef,Honor Guard,Bulwark,Guardian,Turtle Up,Immovable,Order Armor,Aegis,Beefup,Planned Retreat,Warden,,,,,,,,,,,,
3721,The Dry Chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Flux,Sharder Mk II,Opportunity Window,Speedrun,Nimble,Sharder Mk I,Moment,Shard Research,Pulsar,Home Field Advantage,Dimension Shift,,,,,,,,,,,,,Refreshing Jog,Breath I,Light's Embrace,Battle School Faculty,Respect the Fallen,Steel Tornado,Picomedics,Powered Weapon,Titan Blood,Breath II,Breath IV,Hunter,,,,,,,,,,,,,Shadow of Darkness,Blur,Freshman,Scouting Drones,Now You See Me...,Elemental Extraction,Cloaking Drone,Elemental Velocity,Quick Thinker,Junior,Revelation,Brain Drain
3393,Reverent Iridara Lythorin,Vanishing Act,Blur,Chaos Diver,Shadow of the Moon,Night Edge,Pandemonium,Shadow of Darkness,Twilight Blade,Bedlam,Lethal Focus,Meditation,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Sightsee,Forbidden Knowledge,Overclock,Aegis,Revelation,Immovable,Fortify,Shardstorm Accelerant,Deep Insights,Brain Drain,Senior,,,,,,,,,,,,,Hyper Ammo,Charged Ammo,Hypersonic Payload,Repositioning,Speed Loader,Deadshot,Hyper Propulsion,Fragmenting Ammo,Deadeye,Boots of the Dervish,High Velocity Shells,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Dedicated Docteur Léontin Noyers,,,,,,,,,,,,,Chaos Diver,Drums of War,Kabooooom!,Madhouse,Primal Scream,Heavy Hands,Anarchy,Micro Explosives,Titan's Force,Seethe,Brute,"Gym, Tan, Laundry",Podiatric Nanobots,Breath I,Picomedics,Mitosis,Harvesting Augment,Lightspeed,Extract Essence,Bioreloader,Fortified Muscles,Reactive Healing,Apotheosis,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Vanishing Act,Freshman,Scouting Drones,Brain Drain,Junior,Blur,Cloaking Drone,Quick Thinker,Sophomore,Elemental Extraction,Revelation
2204,Jovinus Senecus from Olymnica,,,,,,,,,,,,,Durasteel Haft,Chaos Diver,Micro Explosives,Thrill of Battle,Drums of War,Brute,Anarchy,Madhouse,Kabooooom!,War Cry,Titan's Force,Primal Scream,Picomedics,Breath I,Health Augment,Harvesting Augment,Apotheosis,Rapid Regeneration,Bioreloader,Extra Phalanges,Harvesting Sensors,Regenerative Plates,Breath IV,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Fortify,Beefup,Guardian,Royal Guard,Praetorian,Combat Training,Armored Backpack,Resolute,Aegis,Reinforcing Plates,Turtle Up,,,,,,,,,,,,
2169,Spellboundiful Seraphina Elarithis,,,,,,,,,,,,,Durasteel Haft,Enhanced Strength,Madhouse,Drums of War,Seethe,"Gym, Tan, Laundry",Anarchy,Battle Roar,Kabooooom!,Thrill of Battle,Micro Explosives,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Flux,Haste,Improved Extraction,Sharder Mk II,Dimension Shift,Shard Research,Sharder Mk I,Repositioning,Time Warp,Home Field Advantage,Nimble,Accelerate,,,,,,,,,,,,,Refreshing Jog,Powered Weapon,Gift of the Shards,Battle School Faculty,Breath II,Room to Grow,Picomedics,Cleansing Fire,Arm of Justice,Respect the Fallen,Breath IV,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
2161,Ambassador Talavirae,Blur,Vanishing Act,Bedlam,Shadow of the Moon,Lethal Focus,Pandemonium,Chaos Surfer,Shadow of Darkness,Shadow of the Bat,Meditation,Night Edge,Shadow of the Imp,,,,,,,,,,,,,Podiatric Nanobots,Fortified Muscles,Mitosis,Reactive Healing,Harvesting Augment,Rapid Regeneration,Breath I,Bioreloader,Nanomedics,Harvesting Sensors,Lightspeed,Breath IV,Scent of Weakness,Quick Thinker,Deep Insights,Reinforcing Plates,Brain Drain,Quantum Core,Immovable,Overclock,Forbidden Knowledge,Blast Armor,Senior,Revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Marquis Térence Guérande,Chaos Surfer,Blur,Bedlam,Sidestep,Leg Day,Shadow of the Imp,Twilight Blade,Blood Sport,Shadow of the Bat,Shadow of the Moon,Midnight Whisper,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Ammo,Charged Ammo,Marksman,Repositioning,High Velocity Shells,Barbed Ammo,Hyper Propulsion,Fragmenting Ammo,Deadeye,Boots of the Dervish,Concealment,Deadshot,,,,,,,,,,,,,Armored Backpack,Combat Training,Momentum,Guardian,Resolute,Reinforcing Plates,Honor Guard,Fortify,Aegis,Beefup,Warden,Turtle Up,,,,,,,,,,,,
3404,Sorcereress Lirynna Astralynor,Chaos Diver,Twilight Blade,Sidestep,Bedlam,Night Edge,Shadow of the Imp,Shadow of Darkness,Vanishing Act,Shadow of the Moon,Shadow of the Bat,Lethal Focus,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Mainframe,Forbidden Knowledge,Deep Insights,Aegis,Blast Armor,Immovable,Sightsee,Overclock,Shardstorm Accelerant,Senior,Brain Drain,,,,,,,,,,,,,,,,,,,,,,,,,Picomedics,Vow of Revenge,Light's Embrace,Respect the Fallen,Arm of Justice,Steel Tornado,Powered Weapon,Titan Blood,Valor's Reward,Whirlwind,Room to Grow,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,
2314,His Excellency Mirovik-Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Podiatric Nanobots,Extra Phalanges,Harvesting Augment,Health Augment,Accelerate,Flux,Mitosis,Nanomedics,Harvesting Sensors,Reactive Healing,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Immovable,Fortify,Resolute,Beefup,Turtle Up,Momentum,Order Armor,Aegis,Guardian,Bulwark,Warden,Vanishing Act,Quick Thinker,Scouting Drones,Decoy,Revelation,Blurring Movement,Shadow of Darkness,Sophomore,Fog Trap,Freshman,Now You See Me...,Junior
